# Distribution of mismatches along the read length.
# Read positions numbered 1, 2, ... from read start.
# ReadPosition NReads NMismatches FracMismatches
1 12817149 91550 0.007143
2 12817149 29600 0.002309
3 12817149 28226 0.002202
4 12817149 22557 0.001760
5 12817149 20710 0.001616
6 12817149 21290 0.001661
7 12817149 16474 0.001285
8 12817149 16181 0.001262
9 12817149 15181 0.001184
10 12817149 11719 0.000914
11 12817149 36256 0.002829
12 12817149 8299 0.000647
13 12817149 7376 0.000575
14 12817149 7340 0.000573
15 12817149 12347 0.000963
16 12817149 5255 0.000410
17 12817149 5189 0.000405
18 12817149 4978 0.000388
19 12817149 4940 0.000385
20 12817149 5870 0.000458
21 12817149 7117 0.000555
22 12817149 5326 0.000416
23 12817149 4862 0.000379
24 12817149 5239 0.000409
25 12817149 4835 0.000377
26 12817149 4994 0.000390
27 12817149 5781 0.000451
28 12817149 4849 0.000378
29 12817149 12196 0.000952
30 12817149 7174 0.000560
31 12817149 5408 0.000422
32 12817149 4887 0.000381
33 12817149 5509 0.000430
34 12817149 5183 0.000404
35 12817149 4851 0.000378
36 12817149 5067 0.000395
37 12817149 5044 0.000394
38 12817149 5012 0.000391
39 12817149 5036 0.000393
40 12817149 5090 0.000397
41 12817149 4977 0.000388
42 12817149 5003 0.000390
43 12817149 4946 0.000386
44 12817149 5130 0.000400
45 12817149 4986 0.000389
46 12817149 5144 0.000401
47 12817149 4872 0.000380
48 12817149 5055 0.000394
49 12817149 5149 0.000402
50 12817149 5543 0.000432
51 12817149 4919 0.000384
52 12817149 4966 0.000387
53 12817149 8524 0.000665
54 12817149 5338 0.000416
55 12817149 12367 0.000965
56 12817149 5282 0.000412
57 12817149 5249 0.000410
58 12817149 5121 0.000400
59 12817149 5292 0.000413
60 12817149 5335 0.000416
61 12817149 5273 0.000411
62 12817149 5349 0.000417
63 12817149 5300 0.000414
64 12817149 5195 0.000405
65 12817149 5399 0.000421
66 12817149 5104 0.000398
67 12817149 5204 0.000406
68 12817149 5287 0.000412
69 12817149 7793 0.000608
70 12817149 5339 0.000417
71 12817149 5582 0.000436
72 12817149 11498 0.000897
73 12817149 5961 0.000465
74 12817149 5826 0.000455
75 12817149 8934 0.000697
76 12817149 5559 0.000434
77 12817149 5477 0.000427
78 12817149 5829 0.000455
79 12817149 5571 0.000435
80 12817149 5552 0.000433
81 12817149 5659 0.000442
82 12817149 5622 0.000439
83 12817149 9593 0.000748
84 12817149 5877 0.000459
85 12817149 6043 0.000471
86 12817149 6261 0.000488
87 12817149 6561 0.000512
88 12817149 5120 0.000399
89 12817149 5247 0.000409
90 12817149 5322 0.000415
91 12817149 21467 0.001675
92 12817149 5556 0.000433
93 12817149 5583 0.000436
94 12817149 5536 0.000432
95 12817149 5666 0.000442
96 12817149 5785 0.000451
97 12817149 5837 0.000455
98 12817149 5681 0.000443
99 12817149 6407 0.000500
100 12817149 6689 0.000522
101 12753004 6393 0.000501
102 12683041 6019 0.000475
103 12608806 6471 0.000513
104 12526050 6843 0.000546
105 12427931 6543 0.000526
106 12317200 6505 0.000528
107 12201492 6621 0.000543
108 12079948 11231 0.000930
109 11932274 6876 0.000576
110 11782746 6823 0.000579
111 11633036 6688 0.000575
112 11482812 8434 0.000734
113 11311376 7928 0.000701
114 11134796 8181 0.000735
115 10949778 7271 0.000664
116 10754362 7381 0.000686
117 10555035 7232 0.000685
118 10347507 7205 0.000696
119 10144154 6796 0.000670
120 9936221 7374 0.000742
121 9724159 8432 0.000867
122 9505630 6739 0.000709
123 9291095 6842 0.000736
124 9071431 10760 0.001186
125 8851053 7228 0.000817
126 8630984 6750 0.000782
127 8418997 6487 0.000771
128 8215600 10465 0.001274
129 8020209 7665 0.000956
130 7817556 6953 0.000889
131 7615126 6771 0.000889
132 7413182 6798 0.000917
133 7201849 6629 0.000920
134 6998880 6685 0.000955
135 6804259 7821 0.001149
136 6614665 6030 0.000912
137 6433181 5588 0.000869
138 6248956 6343 0.001015
139 6070872 5869 0.000967
140 5885809 6382 0.001084
141 5698596 5954 0.001045
142 5523751 5809 0.001052
143 5354438 5841 0.001091
144 5183318 6400 0.001235
145 5021810 5971 0.001189
146 4860853 5233 0.001077
147 4685974 6634 0.001416
148 4527347 7992 0.001765
149 4364690 6083 0.001394
